level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_118,45,44,62,59,58,58,43,44,43,44,55,55,44,58,57,57,57,56,57,54,5,0,4,44,3,4,3,1,29,29,30,27,44,56,45,57,54,46,58,55,57,60,44,57,57,45,60,57,59,60,61,59,60,59,60,63,46,55,51,73,62,62,43,44,45,45,48,46,47,44,59,57,60,61,60,60,60,59,44,86,57,57,62,35,41,43,11,61,58,45,65,58,45,55,68,60,56,57,60,60,46,57,57,55,58,56,56,59,60,57,190,45,42,185,180,183,184,184,57,57,59,59,60,43,61,57,181,184,183,178,182,46,53,185,44,184,190,186,56,61,61,54,55,58,58,44,43,45,48,42,40,40,41,41,46,57,45,187,57,57,56,44,58,178,184,53,57,43,181,53,54,53,53,43,54,60,52,58,60,56,56,57,56,57,42,53,59,56,56,57,56,57,57,55,58,43,57,57,57,58,57,57,59,60,59,57,44,59,181,60,58,59,54,56,56,181,55,45,60,184,59,62,56,68,65,60,65,61,43,61,62,64,65,66,60,58,58,61,62,44,61,5,10,7,61,60,57,56,57,55
clpA_119,42,41,60,57,57,58,40,41,40,41,55,54,41,58,56,57,56,55,56,55,1,4,0,41,1,4,3,5,27,27,28,25,41,56,42,57,53,43,56,54,56,58,41,57,57,42,60,57,59,60,61,59,60,59,60,63,43,55,50,71,62,62,40,41,42,42,45,43,44,41,58,56,58,61,60,59,60,57,41,84,57,56,62,33,38,40,9,59,56,42,64,57,42,54,68,60,57,57,58,58,43,56,56,55,58,56,56,59,60,56,191,42,39,186,181,182,183,183,56,56,59,59,60,40,61,56,180,183,183,178,181,43,52,186,41,185,191,187,57,61,61,55,56,58,57,41,40,42,45,39,37,37,38,38,43,57,42,186,56,58,55,41,58,177,184,51,56,40,179,51,53,51,51,40,52,58,50,56,58,55,55,56,55,56,39,54,59,56,56,57,56,57,57,56,58,40,57,56,56,57,56,56,59,60,59,57,41,58,180,60,57,59,55,56,56,180,55,42,60,184,59,62,54,66,63,60,63,61,40,59,60,62,63,64,60,58,58,61,60,41,61,3,8,5,62,59,57,55,56,55
clpA_12,6,7,54,53,53,61,10,5,9,2,61,50,9,52,52,60,50,51,52,59,42,44,41,0,41,44,41,45,47,45,48,45,8,61,14,62,49,15,52,51,50,54,8,60,60,6,64,60,62,65,59,59,60,61,59,67,11,58,49,64,65,65,8,11,3,7,17,7,16,13,53,52,55,62,59,60,60,54,13,81,60,51,58,39,35,38,38,56,53,10,59,54,9,50,69,59,61,60,54,54,7,51,59,60,60,61,61,62,58,52,190,1,7,185,184,181,182,182,52,52,61,58,63,4,62,59,175,187,182,180,186,7,47,187,4,188,190,186,61,66,60,59,58,59,53,8,32,32,35,31,31,31,30,32,34,60,8,182,50,64,50,9,61,176,183,50,52,8,179,49,51,48,50,7,48,54,47,54,55,50,51,52,52,52,4,62,60,59,61,60,57,60,60,60,52,6,51,51,52,52,51,51,60,61,62,59,5,60,184,60,52,64,63,61,59,179,59,12,61,183,59,62,50,59,56,56,56,53,7,55,57,55,58,59,58,59,59,64,54,8,64,43,43,43,65,60,51,50,52,58
clpA_120,42,41,59,56,56,58,40,41,40,41,55,53,41,57,55,57,55,54,55,54,2,3,1,41,0,3,2,4,26,26,27,24,41,56,42,57,52,43,55,53,55,57,41,57,57,42,60,57,59,60,61,59,60,59,60,63,43,55,49,71,62,62,40,41,42,42,45,43,44,41,57,55,58,61,60,59,60,57,41,84,57,55,62,32,38,40,8,59,55,42,63,56,42,53,68,60,56,57,57,57,43,55,56,55,58,56,56,59,60,55,191,42,39,186,181,182,183,183,55,55,59,59,60,40,61,56,180,183,183,178,181,43,52,186,41,185,191,187,56,61,61,54,55,58,56,41,40,42,45,39,37,37,38,38,43,57,42,186,55,57,54,41,58,177,184,50,55,40,179,50,52,50,50,40,51,57,49,55,57,54,54,55,54,55,39,53,59,56,56,57,56,57,57,55,57,40,56,55,55,56,55,55,59,60,59,57,41,58,180,60,56,59,54,56,56,180,55,42,60,184,59,62,53,65,62,59,62,60,40,58,59,61,62,63,60,58,58,61,59,41,61,2,7,4,61,59,56,54,55,55
clpA_121,45,44,62,57,58,58,43,44,43,44,55,55,44,60,57,57,57,56,57,54,5,4,4,44,3,0,3,5,28,29,30,27,44,56,45,57,54,46,56,55,57,58,44,57,57,45,60,57,59,60,61,59,60,59,60,63,46,54,49,71,62,62,43,44,45,45,48,46,47,44,59,57,58,60,60,60,60,57,44,86,57,57,62,35,41,42,11,59,58,45,65,58,45,55,70,60,56,57,58,58,46,57,57,55,58,56,56,59,60,57,189,45,42,184,179,181,182,182,57,57,59,59,60,43,60,57,180,181,182,177,180,46,55,183,44,182,189,185,56,61,61,54,55,58,58,44,43,45,48,42,40,40,41,41,46,57,45,185,57,57,56,44,58,176,183,52,57,43,178,52,54,52,52,43,53,58,51,56,58,56,56,57,56,57,42,53,59,56,56,57,56,57,57,55,60,43,59,57,57,58,57,57,59,60,59,57,44,59,179,60,58,59,54,56,56,178,55,45,60,183,59,62,55,68,65,62,65,63,43,61,62,64,65,66,59,58,58,61,62,44,61,5,10,7,62,60,59,56,57,55
clpA_122,42,41,59,56,55,57,40,41,40,41,54,52,41,57,54,56,54,53,54,53,4,3,3,41,2,3,0,4,26,26,27,24,41,55,42,56,51,43,55,52,54,57,41,56,56,42,59,56,58,59,60,58,59,58,59,62,43,54,48,72,61,61,40,41,42,42,45,43,44,41,56,54,57,60,59,59,59,56,41,83,56,54,61,32,38,40,8,58,55,42,62,55,42,52,67,59,55,56,57,57,43,54,56,54,57,55,55,58,59,54,190,42,39,185,180,181,182,182,54,54,58,58,59,40,60,56,179,182,182,177,180,43,52,184,41,183,190,186,55,60,60,53,54,57,55,41,40,42,45,39,37,37,38,38,43,56,42,185,54,56,53,41,57,176,183,50,54,40,179,50,52,50,50,40,51,57,49,55,57,53,53,54,53,54,39,52,58,55,55,56,55,56,56,54,57,40,56,54,54,55,54,54,58,59,58,56,41,58,179,59,55,58,53,55,55,179,54,42,59,183,58,61,53,65,62,59,62,60,40,58,59,61,62,63,59,57,57,60,59,41,60,4,7,6,60,59,56,53,54,54
clpA_123,46,45,63,60,59,59,44,45,44,45,56,56,45,57,58,58,58,57,58,55,6,1,5,45,4,5,4,0,30,30,31,28,45,57,46,58,55,47,59,56,58,61,45,58,58,46,61,58,60,61,62,60,61,60,61,64,47,56,52,74,63,63,44,45,46,46,49,47,48,45,60,58,61,62,61,61,61,60,45,87,58,58,63,36,42,44,12,62,59,46,66,59,46,56,67,61,57,58,59,61,47,58,58,56,59,57,57,60,61,58,191,46,43,186,181,182,183,183,58,58,60,60,61,44,62,58,180,183,183,178,181,47,54,186,45,185,191,187,57,62,60,55,56,59,59,45,44,46,49,43,41,41,42,42,47,58,46,186,58,58,57,45,59,177,184,54,58,44,180,54,55,54,54,44,55,61,53,59,61,57,57,58,57,58,43,54,60,57,57,58,57,58,58,56,57,44,56,58,58,59,58,58,60,61,60,58,45,58,180,61,59,60,55,57,57,180,56,46,61,184,60,63,57,69,66,61,66,62,44,62,63,65,66,67,61,59,59,62,63,45,62,6,11,8,62,61,56,57,58,56
clpA_124,46,47,72,60,58,55,48,49,48,49,54,55,49,68,57,54,57,56,57,53,28,29,27,47,26,28,26,30,0,4,5,2,47,53,46,54,54,47,59,55,57,61,47,54,54,46,59,54,56,57,56,56,57,54,57,62,51,56,52,74,58,58,46,49,50,50,49,47,48,45,55,55,61,58,57,56,59,60,47,87,54,57,59,38,43,43,24,62,65,50,66,58,46,55,79,57,55,54,61,61,47,57,53,52,57,53,53,56,57,57,182,48,45,179,178,179,181,180,57,57,58,56,57,44,58,53,170,183,179,171,181,47,50,182,47,181,182,180,55,58,58,51,52,55,58,47,44,46,49,42,43,43,41,43,46,54,48,178,56,56,56,49,53,169,179,55,57,46,174,55,57,55,55,46,56,61,54,61,62,56,56,57,56,57,43,54,56,53,53,56,53,54,54,54,68,46,67,57,57,54,57,57,56,57,58,54,45,53,180,57,58,56,55,55,53,171,52,50,55,178,56,59,59,75,73,68,73,71,46,69,72,72,73,74,57,55,55,60,70,47,57,26,29,29,70,56,67,56,57,52
clpA_125,44,45,70,58,56,56,46,47,46,47,55,53,47,66,55,55,55,54,55,54,28,29,27,45,26,29,26,30,4,0,3,2,45,54,44,55,52,45,57,53,55,59,45,55,55,42,60,55,57,58,57,57,58,55,58,63,49,57,49,73,59,59,44,47,48,48,47,43,46,43,53,53,60,59,58,57,60,59,45,85,55,55,60,36,41,43,24,61,63,48,68,56,44,53,79,58,56,55,59,59,43,55,54,53,58,54,54,57,58,55,182,46,43,179,178,179,181,180,55,55,59,57,58,42,59,54,170,183,179,172,181,43,48,182,45,181,182,180,56,59,59,52,53,56,56,43,42,44,47,40,41,41,39,41,44,55,46,178,54,57,54,47,54,171,179,53,55,44,174,53,55,53,53,44,54,59,52,59,60,54,54,55,54,55,41,55,57,54,54,57,54,55,55,55,66,44,65,55,55,52,55,55,57,58,59,55,43,54,180,58,56,57,56,56,54,173,53,48,56,178,57,60,57,73,71,66,71,69,44,67,70,70,71,72,58,56,55,61,68,45,58,26,29,29,70,57,65,54,55,53
clpA_126,47,48,71,59,57,57,49,50,49,50,55,54,50,67,56,56,56,55,56,55,29,30,28,48,27,30,27,31,5,3,0,3,48,55,47,56,53,48,58,54,56,60,48,56,55,45,61,56,58,58,58,58,59,56,59,64,52,58,50,74,59,59,47,50,51,51,50,46,49,46,54,54,61,60,59,58,61,60,48,84,55,56,61,38,44,46,25,62,64,51,67,57,47,54,78,59,57,56,60,60,46,56,54,54,59,55,54,57,59,56,184,49,46,181,181,181,183,182,56,56,60,58,59,45,60,55,171,185,179,172,183,46,51,184,48,183,185,182,57,60,60,53,54,57,57,46,43,45,48,41,42,42,40,42,45,56,49,178,55,58,55,50,55,171,179,54,56,47,175,54,56,54,54,47,55,60,53,60,61,55,55,56,55,56,44,56,58,55,55,58,55,56,56,56,67,47,66,56,56,53,56,56,58,59,60,56,46,55,182,59,57,57,57,56,55,173,54,51,57,178,58,61,58,74,72,67,72,70,47,68,71,71,72,73,59,57,56,62,69,48,58,27,30,30,71,58,66,55,56,54
clpA_127,44,45,70,58,56,56,46,47,46,47,55,53,47,66,55,55,55,54,55,54,26,27,25,45,24,27,24,28,2,2,3,0,45,54,44,55,52,45,57,53,55,59,45,55,55,44,60,55,57,58,57,57,58,55,58,63,49,57,51,73,59,59,44,47,48,48,47,45,46,43,53,53,60,59,58,57,60,59,45,85,55,55,60,36,41,43,22,61,63,48,66,56,44,53,79,58,56,55,59,59,45,55,54,53,58,54,54,57,58,55,183,46,43,180,179,180,182,181,55,55,59,57,58,42,59,54,171,184,180,172,182,45,48,183,45,182,183,181,56,59,59,52,53,56,56,45,42,44,47,40,41,41,39,41,44,55,46,179,54,57,54,47,54,170,180,53,55,44,175,53,55,53,53,44,54,59,52,59,60,54,54,55,54,55,41,55,57,54,54,57,54,55,55,55,66,44,65,55,55,52,55,55,57,58,59,55,43,54,181,58,56,57,56,56,54,172,53,48,56,179,57,60,57,73,71,66,71,69,44,67,70,70,71,72,58,56,56,61,68,45,58,24,27,27,70,57,65,54,55,53
clpA_128,8,5,50,51,52,61,6,7,3,6,61,49,7,48,51,60,49,50,51,59,42,44,41,8,41,44,41,45,47,45,48,45,0,63,12,62,48,13,50,50,49,52,2,60,60,8,64,60,62,65,59,59,60,61,59,67,9,58,45,61,65,65,2,9,6,7,15,9,14,11,52,51,53,62,59,60,60,52,11,79,60,50,58,39,31,34,38,54,51,8,58,51,1,49,69,59,61,60,52,52,9,50,59,60,60,61,61,62,58,51,192,9,3,187,186,179,180,180,51,51,61,58,63,6,62,59,174,185,185,177,184,9,45,187,4,188,190,188,61,66,60,59,58,59,52,2,26,26,29,25,25,25,24,26,28,60,6,184,50,64,49,7,61,174,186,48,51,4,179,47,49,46,48,1,46,52,45,52,53,49,50,51,51,51,4,62,60,59,61,60,57,60,60,60,48,4,47,50,51,51,50,50,60,61,62,59,7,60,182,60,51,64,63,61,59,180,59,10,61,186,59,62,48,55,52,51,52,49,1,51,53,51,54,55,58,59,59,64,50,2,64,43,43,43,67,60,47,49,51,58
clpA_129,62,63,70,53,49,12,64,63,64,63,9,46,65,66,48,11,48,47,48,9,57,56,56,61,56,56,55,57,53,54,55,54,63,0,60,1,45,61,53,48,48,54,63,11,7,62,10,8,3,10,17,15,16,15,14,13,65,13,68,69,18,18,62,65,64,64,61,63,62,59,46,50,50,9,14,11,16,51,59,75,11,48,18,60,57,60,56,51,62,66,61,50,64,46,59,12,11,11,54,54,63,49,10,9,10,9,10,13,16,48,189,60,61,185,179,185,186,186,48,46,17,13,8,60,13,10,180,187,183,182,185,63,51,190,63,189,189,186,11,17,13,6,7,10,49,63,48,52,55,48,49,49,47,49,50,11,64,186,48,7,47,65,8,176,181,50,48,62,181,52,53,53,53,62,52,54,53,54,55,47,47,48,48,48,59,7,13,10,10,9,10,7,7,10,65,62,65,48,48,47,48,48,15,16,9,13,61,16,184,16,47,9,8,8,8,180,13,64,16,181,15,18,52,72,71,67,71,69,62,67,70,70,73,74,16,10,14,11,68,63,17,58,55,60,62,13,65,47,48,9
clpA_13,14,13,51,51,56,62,14,15,13,14,60,53,15,51,55,61,53,54,55,58,43,45,42,14,42,45,42,46,46,44,47,44,12,60,0,61,52,1,50,54,55,52,12,61,59,14,63,59,61,64,58,58,61,60,58,66,17,57,49,63,64,64,12,17,15,15,17,15,16,1,54,53,54,61,58,59,59,55,3,82,59,54,57,40,35,38,39,55,50,16,57,57,13,53,66,58,60,61,52,52,15,54,58,61,59,60,62,63,57,55,191,15,11,188,187,183,184,184,55,55,62,57,62,12,61,58,181,190,187,181,189,15,46,187,12,188,191,187,60,65,59,58,59,58,56,12,29,31,34,28,28,28,27,29,31,61,14,185,54,63,53,15,60,178,188,48,55,12,183,47,49,46,48,11,46,52,45,52,53,53,54,55,55,55,10,61,59,60,62,59,56,59,59,59,51,12,50,54,55,53,54,54,59,60,61,58,13,59,187,59,55,63,62,60,58,186,58,18,60,188,58,61,48,57,54,53,54,51,11,52,55,53,56,57,57,56,58,63,52,12,63,44,45,44,67,59,50,53,55,59
clpA_130,63,62,69,52,50,11,63,62,63,62,8,47,64,65,49,10,49,48,49,8,58,57,57,62,57,57,56,58,54,55,56,55,62,1,61,0,46,62,52,49,49,53,62,10,6,63,9,7,2,9,16,14,15,14,13,12,64,12,67,68,17,17,61,64,63,63,62,64,63,60,47,51,51,8,13,10,15,52,60,74,10,49,17,61,56,59,57,52,61,65,62,49,63,47,60,11,10,10,53,53,64,50,9,8,9,8,9,12,15,49,190,61,60,186,180,184,185,185,49,47,16,12,7,61,12,9,179,186,184,181,184,64,52,191,62,190,188,187,10,16,12,5,6,9,50,62,47,51,54,47,48,48,46,48,49,10,63,186,49,6,48,64,7,175,182,49,49,61,180,51,52,52,52,61,51,53,52,53,54,48,48,49,49,49,60,6,12,9,9,8,9,6,6,9,64,61,64,49,49,48,49,49,14,15,8,12,62,15,183,15,48,8,7,7,7,179,12,63,15,182,14,17,51,71,70,66,70,68,61,66,69,69,72,73,15,9,13,10,67,62,16,59,56,61,63,12,64,48,49,8
clpA_131,49,50,58,48,4,47,51,52,50,51,46,1,52,56,3,44,3,3,3,44,54,54,53,49,52,54,51,55,54,52,53,52,48,45,52,46,0,53,48,3,4,49,48,46,44,49,47,46,46,49,46,44,47,46,43,50,54,42,55,60,49,49,48,52,51,52,54,50,55,51,5,5,43,44,43,48,49,44,51,77,46,3,46,46,50,53,52,44,49,53,51,5,49,2,65,44,46,44,49,49,50,5,45,44,45,46,45,47,47,3,191,48,48,187,181,183,184,184,3,3,48,42,47,47,48,45,175,188,185,182,186,50,50,192,49,191,191,188,45,50,45,41,42,45,4,48,47,45,48,46,46,46,45,47,50,44,51,189,5,46,4,52,43,180,189,43,3,49,179,43,44,44,44,47,43,49,44,49,50,2,2,3,3,3,45,44,44,43,45,44,45,44,44,45,56,49,55,4,3,4,3,3,47,48,46,44,48,47,185,47,4,48,45,45,43,182,44,53,47,188,45,49,45,61,59,55,61,57,48,57,60,58,63,64,45,43,45,48,58,49,48,54,55,56,46,48,55,3,3,42
clpA_132,15,14,52,52,57,63,15,16,14,15,61,54,16,52,56,62,54,55,56,59,44,46,43,15,43,46,43,47,47,45,48,45,13,61,1,62,53,0,51,55,56,53,13,62,60,15,64,60,62,65,59,59,62,61,59,67,18,58,48,62,65,65,13,18,16,16,18,16,17,2,55,54,53,62,59,60,60,54,2,83,60,55,58,41,36,39,40,54,51,17,58,58,14,54,67,59,61,62,53,53,16,55,59,62,60,61,63,64,58,56,190,16,12,187,186,182,183,183,56,56,63,58,63,13,62,59,180,189,186,180,188,16,45,186,13,187,190,186,61,66,60,59,60,59,57,13,30,32,35,29,29,29,28,30,32,62,15,184,55,64,54,16,61,178,187,49,56,13,182,48,50,47,49,12,47,53,46,53,54,54,55,56,56,56,11,62,60,61,63,60,57,60,60,60,52,13,51,55,56,54,55,55,60,61,62,59,14,60,186,60,56,64,63,61,59,186,59,19,61,187,59,62,49,58,55,52,55,52,12,51,56,54,57,58,58,57,59,64,53,13,64,45,46,45,68,60,51,54,56,60
clpA_133,52,50,52,1,48,51,52,53,51,52,50,48,53,48,50,48,50,49,50,48,57,58,56,52,55,56,55,59,59,57,58,57,50,53,50,52,48,51,0,50,50,2,50,50,48,52,53,50,52,53,51,51,52,51,48,56,55,48,59,66,53,53,50,55,53,51,55,53,56,49,50,52,49,53,46,48,52,50,49,73,50,50,50,48,45,51,55,50,49,54,57,50,51,48,62,49,50,48,2,2,53,50,47,48,51,49,49,52,50,50,189,51,49,186,181,177,178,178,50,50,53,47,53,50,53,47,170,180,184,178,179,51,51,187,50,186,187,186,50,55,50,47,48,49,49,50,46,48,51,46,47,47,45,47,48,48,52,180,50,52,50,53,49,170,184,11,48,50,174,9,11,11,12,49,10,2,10,2,3,49,49,48,50,50,48,50,49,47,49,50,47,48,48,49,47,50,47,50,50,51,50,50,52,53,52,51,51,50,177,50,51,52,49,49,47,173,51,56,50,184,51,52,5,56,53,45,53,51,49,49,52,52,55,54,49,48,48,54,50,50,52,57,54,58,53,50,47,49,50,46
clpA_134,51,52,59,50,3,50,53,54,52,53,47,2,54,57,2,47,2,2,4,47,55,55,54,51,53,55,52,56,55,53,54,53,50,48,54,49,3,55,50,0,3,51,50,49,47,51,50,49,49,52,47,45,48,47,46,53,56,45,56,61,52,52,50,54,53,54,56,52,57,53,6,4,46,47,46,51,50,47,53,77,49,2,47,47,53,54,53,47,52,55,52,4,51,3,68,47,49,47,51,51,52,4,48,47,48,49,48,50,48,2,191,50,50,187,181,181,182,182,2,2,49,45,50,49,51,48,175,186,185,184,184,52,53,192,51,191,191,188,48,53,48,44,45,48,3,50,50,48,51,49,49,49,48,50,53,47,53,188,6,49,5,54,46,180,189,45,2,51,177,45,46,44,44,49,45,51,44,51,52,3,1,2,2,2,47,47,47,46,48,47,48,47,47,48,57,51,56,3,2,5,4,4,48,49,49,45,50,48,183,48,5,51,48,48,46,182,45,55,48,188,46,50,47,62,60,56,62,58,50,58,61,59,64,65,46,46,48,51,59,51,51,55,56,57,47,51,56,4,2,45
clpA_135,50,51,61,49,4,50,52,53,51,52,49,3,53,57,3,47,3,1,5,47,57,57,56,50,55,57,54,58,57,55,56,55,49,48,55,49,4,56,50,3,0,50,49,49,47,50,50,49,49,52,49,47,48,49,46,53,55,45,55,62,52,52,49,53,52,53,55,51,56,54,7,7,45,47,46,51,52,44,54,76,49,3,49,49,53,56,55,46,53,54,54,5,50,2,67,47,49,47,50,50,51,3,48,47,48,49,48,50,50,3,192,49,49,188,182,182,183,183,3,3,49,45,50,48,51,48,176,187,186,183,185,51,53,193,50,192,192,189,48,53,48,44,43,48,4,49,50,48,51,49,49,49,48,50,53,47,52,189,7,49,6,53,46,181,190,45,3,50,179,45,45,45,45,48,44,50,46,50,51,4,2,3,3,3,46,47,47,46,48,47,48,47,47,48,57,50,56,2,3,6,5,5,50,51,49,47,49,50,184,50,6,51,48,48,46,183,47,54,50,189,48,52,46,62,61,58,63,59,49,60,62,60,65,66,48,46,48,51,60,50,51,57,57,59,48,51,56,5,3,45
clpA_136,54,52,54,1,49,52,54,55,53,54,51,49,55,50,51,49,51,49,51,49,59,60,58,54,57,58,57,61,61,59,60,59,52,54,52,53,49,53,2,51,50,0,52,51,49,54,54,51,53,54,52,52,53,52,49,57,57,49,59,66,54,54,52,57,55,53,57,55,58,51,51,53,49,54,47,49,53,50,51,73,51,51,51,50,47,53,57,50,50,56,59,51,53,48,62,51,51,49,2,2,55,50,48,49,52,50,50,53,51,51,190,53,51,187,182,177,178,178,51,51,54,48,54,52,54,48,172,180,184,178,179,53,53,188,52,187,188,187,51,56,52,48,49,50,50,52,48,50,53,48,49,49,47,49,50,49,54,182,51,53,51,55,50,171,184,13,49,52,174,11,11,11,12,51,10,2,12,2,3,50,50,49,51,51,50,51,50,48,50,51,48,49,49,50,49,52,49,50,51,52,51,51,53,54,53,52,53,51,177,50,51,53,50,50,48,175,52,58,51,184,52,52,5,56,55,47,55,53,51,51,54,54,57,56,50,49,49,55,52,52,53,59,56,60,53,51,49,50,51,47
clpA_137,8,5,50,51,52,61,6,7,5,6,61,49,7,48,51,60,49,50,51,59,42,44,41,8,41,44,41,45,47,45,48,45,2,63,12,62,48,13,50,50,49,52,0,60,60,8,64,60,62,63,59,59,60,59,59,67,9,58,45,59,65,65,2,9,6,7,15,9,14,11,52,51,51,62,59,60,60,52,11,79,60,50,58,39,31,34,38,52,49,8,58,51,3,49,69,59,61,60,52,52,9,50,59,60,60,61,61,62,58,51,193,9,3,188,185,179,180,180,51,51,61,58,63,6,62,59,173,185,184,176,184,9,45,188,4,189,191,189,61,66,60,59,58,59,52,2,26,26,29,25,25,25,24,26,28,60,6,184,50,64,49,7,61,174,187,48,51,4,180,47,49,46,48,1,46,52,45,52,53,49,50,51,51,51,4,62,60,59,61,60,57,60,60,60,48,4,47,50,51,51,50,50,60,61,62,59,7,60,182,60,51,64,63,61,59,180,59,10,61,186,59,62,48,55,52,51,52,49,3,51,53,51,54,55,58,59,59,64,50,4,64,43,43,43,67,60,47,49,51,58
clpA_138,61,60,65,50,50,5,61,60,61,60,8,47,62,63,49,4,49,48,49,10,58,57,57,60,57,57,56,58,54,55,56,55,60,11,61,10,46,62,50,49,49,51,60,0,6,61,15,13,10,11,18,16,17,16,15,18,64,12,66,68,18,18,59,62,61,61,62,62,63,60,47,51,51,12,15,6,17,50,60,75,4,49,19,57,52,55,56,52,59,63,62,49,61,47,62,9,12,6,51,51,62,50,7,2,11,4,3,2,17,49,186,59,58,182,176,181,182,182,49,47,18,14,11,59,6,7,178,181,182,178,180,62,50,187,60,186,184,183,12,18,10,7,8,5,50,60,43,49,52,45,46,46,44,46,45,6,61,185,49,12,48,62,7,176,182,49,49,59,174,49,50,50,50,59,49,51,50,51,52,48,48,49,49,49,58,12,14,5,3,10,5,4,6,11,62,59,62,49,49,48,49,49,17,18,14,14,60,17,178,17,48,10,13,7,5,181,14,63,17,182,16,19,49,69,68,64,68,65,59,64,67,67,70,71,17,13,15,16,64,60,17,59,58,61,63,6,62,48,49,4
clpA_139,61,60,65,48,48,7,61,60,61,60,2,45,62,61,47,6,47,46,47,8,58,57,57,60,57,57,56,58,54,55,55,55,60,7,59,6,44,60,48,47,47,49,60,6,0,61,11,9,6,5,16,14,15,14,13,14,64,10,65,66,15,15,59,62,61,61,60,62,61,58,45,49,49,10,13,6,15,50,58,77,4,47,17,57,52,55,57,50,59,63,62,47,61,45,59,7,10,6,49,49,62,48,3,4,9,4,3,6,15,47,189,59,58,185,178,182,183,183,47,45,16,12,9,59,8,5,178,184,182,178,183,62,50,190,60,189,187,186,10,18,8,3,4,5,48,60,44,48,51,44,45,45,43,45,46,6,61,186,47,8,46,62,3,174,182,47,47,59,178,47,48,48,48,59,47,49,48,49,50,46,46,47,47,47,58,8,12,5,5,8,5,2,2,9,60,59,60,47,47,46,47,47,15,16,10,12,60,15,181,15,46,4,9,1,3,179,12,63,15,182,14,17,47,67,66,62,66,64,59,62,65,65,68,69,15,9,13,12,63,60,14,59,58,61,61,8,60,46,47,4
